sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Ümit Yaşar Oğuzcan,Yaşayan Ölü,/yasayan-olu-siiri/,"Seninle yaşanacak bir aşkın öyküsünü 
Bir giz gibi derinden dün yaşattı gözlerin 
Sunduğu sevinçlerle o eşsiz bahar günü 
Yemyeşil bir adaktı, bir mu....................",4.1.2001 14:21:00,['Doğum Günü']
Ümit Yaşar Oğuzcan,Anılarda Yaşarken,/anilarda-yasarken-siiri/,"Bütün sevgililer, dostlar gitti
Bir sen k....................",4.1.2001 14:14:00,['Ölüm']
Ümit Yaşar Oğuzcan,Donlara Destan,/donlara-destan-siiri/,"Bir akşam getir bana,
Bütün akşamlardan farklı
Hançerle güneşi batır deniz kan rengi olsun
En güzel yerinde değişen ufkumuzun
Yaşayalım, eskiden duyduğumuz masalıZaman....................",4.1.2001 14:15:00,['Deniz']
Ümit Yaşar Oğuzcan,Aşka Dönüş,/aska-donus-siiri/,"Farzet ki bir bataklığa düşmüşsün
Kader seni bir yerlere doğru çekmekte
Sen istediğin kadar kaç bu yalnızlıktan
Yalnızlık sana gelmekteO yalnızlıktır günlerin getirdiği
O hüzündür kalan bu günden yarına
Boşuna....................",17.10.2001 04:03:00,"['Günaydın', 'İstanbul']"
Ümit Yaşar Oğuzcan,Ağıt,/agit-2-siiri/,"Bir sabah evden çıktım
Sokaklar ışıl ışıldı.
Dört yanım günlük güneşlik
Tertemiz bir hava ciğerlerimde
Nereye baksam mutluluk, umut, sevgi
Nereye gitsem bir uçarılık ....................",4.1.2001 14:17:00,"['Sevgi', 'Umut', 'Şehir']"
Ümit Yaşar Oğuzcan,Satılık Şiir,/satilik-siir-siiri/,"Zirve seni bekliyor
Dağın kıymetini bil
Sanma ki yükselmek zor
Çağın kıymetini bilÜşenme emek için
Mutluyum demek için
....................",12.1.2002 05:08:00,[]
Ümit Yaşar Oğuzcan,Açık Arttırma,/acik-arttirma-siiri/,"İstersen mutlu oluruz seninle
Evimiz ve çocuklarımız olur
Yemek pişirirsin kendi elinle
Kalplerimizde esenlik ve huzur
İstersen mutlu oluruz seninle
Birbirimiz için yaratılmışız
Ruhlarımız düşüncelerimiz bir
Bizi gibi olur çocu....................",28.8.2000 19:55:00,"['Şiir', 'Ayrılık', 'Umut', 'Mutluluk']"
Ümit Yaşar Oğuzcan,Ölüm Gelmişse,/olum-gelmisse-siiri/,"-1-Ne katı yüreklisiniz, aşkolsun
İnim inim inletiyorsunuz beni
Kendinizi dirhem dirhem satıyorsunuz
Oysa verdiğiniz kederler yetmez mi? Şunu şurasında kaç paralık ömrümüz var
Ne kadar zavallıyız bir düşünün
Belli mi sabaha sağ çıkacağımız
Kim bilir ne getireceğini doğan gününGecelerce sevişmek var gecelerde
Uzun etmeyin işte, gelin, gitmeyin
Birlikte çıkalım aydınlıklara
Gecenin ortasında beni bekletmeyin-2-Sizinle yatalım isterseniz çimenlere
Gelin, başınızı şöyle göğsüme dayayın
Bakın yüreğim nasıl çarpıyor
Sizi ne kadar sevdiğimi anlayınSizinle yatalım isterseniz yataklara
Şöyle bir güzel....................",20.1.2002 05:11:00,"['Mutluluk', 'Günaydın', 'Ölüm']"
Ümit Yaşar Oğuzcan,Belki Bir Gün Duyarsın Diye,/belki-bir-gun-duyarsin-diye-siiri/,"Tutkum sevmektir benim, düpedüz ve yalın
Sevmek, acısını ve sevincini insanların
Yemin ederim, başka suçum yok, inanınDemek sen insanları seviyorsun ha
Sanık! Kalk ayağaEvet, şairim....................",8.12.2001 04:20:00,['Şiir']
Ümit Yaşar Oğuzcan,Bir Ayrılık Gününde,/bir-ayrilik-gununde-siiri/,"Bana çılgın diyorsun, seni sevdiğim için.
Yanılıyorsun, sevmek çılgınlık değil. 
Sevmek insan tarafımızı bulmamızdır bence. 
Biraz da yaklaşmamızdır Tanrıya zaman zaman.Dünyada sevmeyenlere, sevemeyenlere acımalı. 
O, ot gelip, ot gidenlere acımalı. Sevebilen insan
kendini keşfetmiş insandır. Talihli insandır.
Çektiği bütün acılara rağmen; mutlu,
kıvançlı insandır o. Aşktır yücelten bizi ve
derinliğimiz aşktandır.....................",6.4.2001 12:55:00,"['Mutluluk', 'Zaman']"
Ümit Yaşar Oğuzcan,Beyaz Güvercin,/beyaz-guvercin-siiri/,"Zamanlar iyi kotu yaşanır gider
Sanma bu yol sonsuza uzanır giderAnahtar açmaz olur bir gün kilidi
Ne kalmışsa içinde paslanır giderKişi çıktığı yerden düşer ansızın....................",28.8.2000 19:26:00,['Günaydın']
Ümit Yaşar Oğuzcan,Senden Benden Önce,/senden-benden-once-siiri/,"Ben ağlayan şairim
Bana gülmesini ögretmediler
Egil de bir bak mahzun yüzüme
Anlatır sana çektiklerimi
Birer bıçak yarası gibi
Alnımdaki çizgilerBen mutluluk nedir bilemedim
Saçlarım okşanmaya alışık degil
Hep böyle dalıp gider gözlerim
Ve ne zama....................",11.8.2000 15:33:00,"['Mutluluk', 'Zaman']"
Ümit Yaşar Oğuzcan,Seninle Ölmek İstiyorum,/seninle-olmek-istiyorum-siiri/,"Biraz kül, biraz duman, 
O benim işte...
Ke....................",10.1.2002 10:45:00,['Zaman']
Ümit Yaşar Oğuzcan,İki Kişiye Bir Dünya (Senfonik Şiir),/iki-kisiye-bir-dunya-senfonik-siir-siiri/,"Bir gün çağrıyı duyar, insan ölür çaresiz
Ölür kuşlar, ağaçlar, ölür sahil ve denizSilinir bütün renkler, dağılır koku, ışık<....................",16.12.2001 04:29:00,['Deniz']
Ümit Yaşar Oğuzcan,İstanbul Neyin Nesi,/istanbul-neyin-nesi-siiri/,"Dün kopan bir yapraktı,düşen bir kuru daldı
Bugünden güzel değil bulacağın yarında
Aç ellerini bir....................",4.1.2001 14:16:00,[]
Ümit Yaşar Oğuzcan,Rıhtımda,/rihtimda-siiri/,"İstanbul rüzgar rüzgar sevdiğim
Kah bir lodos denizlerden esen
Ilık mı ılık
Kah ustura gibi bir deli poyraz
Bırak saçlarını rüzgarına İstanbul'un
Bu şehirde aşksız ve rüzgarsız yaşanmazİstanbul bulut bulut sevdiğim
Kimi beyaz mı beyaz
İnce gül gibi
Kimi katran misali kapkara
Bulutları da insanlarına benzer İstanbul'un
İnanma sevdiğim inanma bulutlaraİstanbul....................",17.6.2000 13:28:00,"['Yağmur', 'Deniz', 'İstanbul']"
Ümit Yaşar Oğuzcan,Karanlığın Çağırışı,/karanligin-cagirisi-siiri/,"Bir yer var orada ikimiz için
Orada, bildigin gibi şiiristanda
Evler Yunus'un evleri
Yollar Emrah'ın yolları
ve Hayyam'dan birer rubai gemiler limandaDeniz bildigin gibi Orhan Veli'den kalma
Mevsimse ....................",12.8.2000 15:46:00,"['Şiir', 'Çiçek', 'Gece', 'Atatürk', 'Deniz', 'Ölüm']"
Ümit Yaşar Oğuzcan,Bir Ateşim Yanarım,/bir-atesim-yanarim-siiri/,"Ne zaman seni düşünsem; 
Bir keder basar içimi, kapkara...
Aklıma o eski günlerimiz gelir, 
Ağlarım sensiz geçen dakikalara.Ne zaman seni düşünsem; 
Gözlerimden bir hüzün bulutu geçer.
Beni mah....................",29.11.2001 19:09:00,"['Hüzün', 'Zaman', 'Özlem', 'Kadın']"
Ümit Yaşar Oğuzcan,Çok Sevmek,/cok-sevmek-siiri/,"Kimdi o? Yanındaki kimdi? Ne konuşuyordunuz? İşte buna dayanamam. Kahrolurum.
Dün gece ne yaptın? Nereye gittin? Ah otursaydın da beni düşünseydin ya! Eğlenebildin mi bari?
Yatarken ne okudun? Sonra iyi uyuyabildin mi? Rüyanda neler gördün? Söylesene.
Anladım artık beni sevmiyorsun. Sevdiğini sanmakla yanılmışım.
Zaten çirkin bir adamım ben, sinirliyim, kıskancım, fazla hisliyim. Daima beni seveceğini düşünmemeliydin. Suçluyu....................",8.8.2000 05:56:00,"['Sevinç', 'Sitem', 'Gurur', 'Günaydın']"
Ümit Yaşar Oğuzcan,Ümitsiz Aşklar İçin,/umitsiz-asklar-icin-siiri/,"Yıkandın
Kurulandın
Giyindin
Geçtin aynanın karşısına
Güzelsin elbet
Bir de hamamı düşün....................",28.1.2002 05:11:00,[]
Ümit Yaşar Oğuzcan,Güzeldiniz,/guzeldiniz-siiri/,"Seni görünce ellerim titrer,
Ayağım yere basamaz,
Kalbim....................",12.4.2001 23:23:00,[]
Ümit Yaşar Oğuzcan,Türkiye'miz,/turkiye-miz-siiri/,"Gün gelir yaşanmaya değecek zaman biter
İnsanda güç tükenir, şeref biter, şan biterSesler duyulmaz olur, solar renkler ansızın
Yıllardır yüreğine....................",20.1.2002 05:20:00,"['Allah', 'Hayat', 'Tanrı', 'Zaman', 'Ölüm']"
Ümit Yaşar Oğuzcan,Sana Bir Tanrı Getirdim,/sana-bir-tanri-getirdim-siiri/,"Ölümdü o, beni aldatmayın
Soguk nefesiydi yüzümde duydugum
Öyle sessizce öldum ki defalarca
Hiç bir zaman anlaşılmadı y....................",9.8.2000 15:19:00,"['Tanrı', 'Zaman']"
Ümit Yaşar Oğuzcan,Kadınlar İçin Sone,/kadinlar-icin-sone-siiri/,"Her aksam baska meyhanedeyim artik
Ayaklarim beni nereye gotururse oraya gidiyorum.
Dort yanimda tanimadigi....................",9.7.2001 21:32:00,[]
Ümit Yaşar Oğuzcan,Galata Kulesi,/galata-kulesi-siiri/,"Gözlerine uyku girmez
Anan ağlar Vedat diye.Çiçek açar, kuşlar öter
Yüreğimde diken biter
Kokusu burnumda tüter
Bu can ağlar Vedat diye.Senin yerin mezar değil
Bu dert kalbe sığar değil
....................",30.6.2002 15:09:00,"['Çiçek', 'Umut']"
Ümit Yaşar Oğuzcan,Aşktan önce,/asktan-once-siiri/,"Güllerin ağladığı bir saat vardır hani
Büyür o saatte yalnızlığı bahçelerin
Düşer korkusu kalbe yaklaşan gecelerin
Bir dev uzatır gökten o çirkin ellerini
Gullerin ağladığı bir saat vardır hani
Her şey o saatlerde merhametsiz ve soğuk
Gitgide uzaklaşır batan güneşle sesin
Bir bakarım ki benden en uzak çizgidesin
Baslar geceye doğru upuzun bir yolculuk....................",28.8.2000 19:33:00,"['Hüzün', 'Deniz']"
Ümit Yaşar Oğuzcan,İnsan Bir Kere Ölür,/insan-bir-kere-olur-siiri/,"Sen bilemezsin, paslı hançerdir yalnızlık
Gelir, en can alacak yerimden vurur
Sen bilemezsin, gecenin en uzak bir saatinde
Bir böcek nasıl girer beynime, kımıldar durur?Sen bilemez....................",12.8.2000 15:52:00,[]
Ümit Yaşar Oğuzcan,Bildiğim Bir Şarkı Var,/bildigim-bir-sarki-var-siiri/,"Bitmeyen bir ağrıdır zonklar şakaklarımda
Gece gündüz aklımda birisi var sen misin? 
Kah bir damla yaş olan solgun yanaklarımda, 
Kah dağlardan içime esen rü....................",29.11.2001 18:35:00,"['Tanrı', 'Gece']"
Ümit Yaşar Oğuzcan,Bedri Rahmi Eyüboğlu,/bedri-rahmi-eyuboglu-siiri/,,25.9.2000 19:08:00,"['Tanrı', 'Para', 'Peygamber', 'Günaydın', 'Ölüm']"
Ümit Yaşar Oğuzcan,Bir Fotoğrafta Sen,/bir-fotografta-sen-siiri/,"Bir gün demek ne kadar hazin
Anılarla dolu gecen yıllara! ...
Bakıp da ardında kalan yollara; 
Geri dönememek tek bir an için! Büyüttüğün artık umutlar değil, 
Simdi tek gerçek var; çaresizliğin.
Bak! Fırçan kirilmiş, bomboş tuvalin
Ne biraz renk kalmış, ne de bir sekilSilinmiş o portre, göremezsin ki! 
Daha yakından bak di....................",28.8.2000 20:02:00,"['Güneş', 'Şiir', 'Deniz']"
Ümit Yaşar Oğuzcan,İkinci Mektup,/ikinci-mektup-siiri/,"Evet de
Butun marifetlerimi gostereyim sana
Gor, bir kilo raki nasil icili....................",13.7.2000 17:57:00,"['Şiir', 'Umut']"
Ümit Yaşar Oğuzcan,Ne Zaman Ayrılık Saati Gelse,/ne-zaman-ayrilik-saati-gelse-siiri/,"Bu düzenli yaşamalar olmasa diyorum
Bu sabah kahvaltıları demli çaylar
Kızarmış ekmek dilimleri
Sonra giyinmek bir şey umarak aynalardan
Sonra düşmek yollara son otobüse yetişmek
Sonra çalışmak akşama kadar
Sigara dumanları beylik konuşmalar
Dört yanın taştan heykellerle dolu
Kime seslenirsen sağır
Ne yana bakarsan b....................",9.7.2001 15:21:00,"['Deniz', 'Ölüm']"
Ümit Yaşar Oğuzcan,Bekleyen,/bekleyen-3-siiri/,"nedir bu çektiklerimiz
alın yazısı 
kim yazmış bu yazı....................",17.2.2001 01:12:00,['Tanrı']
Ümit Yaşar Oğuzcan,Diyebilseydim,/diyebilseydim-siiri/,"Şarkısız ve sensiz kaldığım nice akşamlar
Gözlerin geçer aklımdan özlemler içinde
Gözlerin bir çigan müziği güzelliğinde
Kirpiklerinde keman, bebeklerinde gitar...İç ürp....................",1.8.2001 21:57:00,"['Hüzün', 'Gece', 'Müzik']"
Ümit Yaşar Oğuzcan,Çıkmaz Sokak,/cikmaz-sokak-158-siiri/,"Her bulunduğum yerde yitiriyorum seni
Yanıbaşımda öldüğün oluyor kimi gün
Ya da ben ölüyorum sessizce gözlerinde
Bir yaprak kımıldıyor hafiften
Bu sessizlik bir kasırga başlangıcı
Kükremeye hazırlanışı denizin
Bu, aslanların sarı, vahşi gözlerindeki ölüm parıltısı
Bu bir yerde erimek
Apansız yok olmak belki de
Ve sonra susmak, susmak yüzyıllar boyu
Beni unuttuğun bir uzak çizgideTuvale sürdüğüm boya değil artık
Kırmızı kan rengidir gözlerimin
En karadan daha kara yok
Oysa en beyazdın sen gecelerimde
O bana en yakın renkti tüy gibi
Buram buram sıcaklığını çizerdim duvarlara
Kokun bir tuhaftı çocuksu
Sonra katmerli bir gül gibiydi baygın
Gecenin en koyulaştığı o yerde
Düşerdi ellerime darmadağın.Öten bir ishak kuşudur şimdi
Haber getirir ölümlerden, dinle
Yaşamak bir manga asker karşımda
Ateş etmeyin diyorum
Bir diyeceğim var
Gözlerimi bağlamayın
Son defa görmek istiyorum insanı
Göğü, güneşi, denizleri
Ve bu son ölümün olsun diyorum
Bir daha öldürmeyin beni.Kibritim ıslak
Sigaram yanmıyor
Ne olur bir ateş verin
Bu ilk aldanışım değil
Bu ilk sönüş....................",9.8.2000 14:36:00,"['Kadın', 'Asker', 'Deniz', 'Ölüm']"
Ümit Yaşar Oğuzcan,Bir Yerde Ölüm Güzel Oluyor,/bir-yerde-olum-guzel-oluyor-siiri/,"Bugün bütün iyi kalpliliğim üzerimde
Cümle düşmanlarımı affettim
Yediğim meyvalardan
Kokladığım çiçeklerden af diliyorumYerde yürürken gördüğüm 
Sebebsiz kanına girdiğim
....................",16.12.2000 12:35:00,"['Anne', 'Baba', 'Günaydın']"
Ümit Yaşar Oğuzcan,Ya Sensizlik Ölmekse,/ya-sensizlik-olmekse-siiri/,"Ayten'i Markiz pastanesinde vurdular
Onu ben vurdum
Ayten kanlar içinde düştü yere
Bense ağlıyordumŞimşek gibi loşluğunda Markizin
Bir usturaydı ellerimde parlayan
Vurdum,ve baktım dağılmış yüzüne
Dedim;o da güz....................",11.11.2000 08:02:00,['Zaman']
Ümit Yaşar Oğuzcan,Vietnam'lı Bir Çocuk İçin Ağıt,/vietnam-li-bir-cocuk-icin-agit-siiri/,"Bir gün sokakta yürürken
Kalbim duruverecek ansızın
Boylu boyunca düşeceğim kaldırımlara
Meraklı insanlar saracak dört yanımı
Çocuklar, askerler, kadınlar...Sen o anda ev....................",7.2.2002 05:25:00,['Çocuk']
Ümit Yaşar Oğuzcan,Tanrı Bile Ağlar,/tanri-bile-aglar-siiri/,"Yokluğunda içimin karanlığı eksilmez
Dakikal....................",28.8.2000 21:02:00,['Gece']
Ümit Yaşar Oğuzcan,ben-sensiz-yasayamam,/ben-sensiz-yasayamam-siiri/,"Tanrım paran yoksa biz verelim
Kendin....................",10.4.2001 00:24:00,[]
Ümit Yaşar Oğuzcan,Benden Kurtulmak,/benden-kurtulmak-siiri/,"Israrına kandım diyemezsin, çok geç. 
Bir anda ....................",4.1.2001 14:19:00,[]
Ümit Yaşar Oğuzcan,Çaresiz,/caresiz-2-siiri/,"Erimek tadılmamış hazların ortasında
Sevgiden kanatlarla bir boşluğa yükselmek
Yasamak dolu dizgin ve her gün biraz ölmek
Zevklerin sonsuzluğa acılan sofrasında
Akar ta, içimize çeşmelerinden sükun
Dopdolu gollerinde gezer beyaz bir kuğu....................",28.8.2000 20:40:00,[]
Ümit Yaşar Oğuzcan,Sen Aşk Nedir Bilmezdin,/sen-ask-nedir-bilmezdin-siiri/,"Ben bu gönül tezgahında
Aşk dokudum, aşk okudum
Erenlerin dergahında
Aşk okudum, aşk dokudumHer güçlüğü bile bile
Göznuruyla, sabır ile
Yumak yumak, çile çile
Aşk dokudum, aşk okudumBir ömür y....................",14.10.2000 11:40:00,"['Umut', 'Aşk', 'Sevgi']"
Ümit Yaşar Oğuzcan,Yaşanmamış Hatıralar,/yasanmamis-hatiralar-siiri/,"Seni Sivas yollarında tanıdık
Kağnılar gidiyordu katar katar
Üzerinde sersefil uzanmış
Ağız dil vermeyen hastalarSonra ka....................",8.2.2002 05:19:00,"['Türkiye', 'İstanbul']"
Ümit Yaşar Oğuzcan,Son Mektup,/son-mektup-siiri/,"Yüreğimde yeryüzünün ağırlığı var
Başımda bütün rüzgarların uğultusu
Dalgalanır içimde en yüce dağlar
Büyük kederlerim denizler dolusuNe yana ba....................",3.2.2002 05:06:00,[]
Ümit Yaşar Oğuzcan,Esmer,/esmer-siiri/,"Bütün kadehlerimi hep sana adıyorum
Hep senin için bu bir bir boşalan şişeler
Umutsuzluğum, sarhoşluğum senin eserin
Senin yüzünden bu delicesine iç....................",2.9.2002 05:04:00,['Zaman']
Ümit Yaşar Oğuzcan,Ahmet Muhip Dranas,/ahmet-muhip-dranas-siiri/,"Gidişin ölümüydü umutlarımın
Güllerin yüreğimde can verisiydi
Ufkumda her aksam hüzünlü ve dalgın
Seninle batan ömrümün güneşiydiArdında bir İs....................",28.8.2000 19:29:00,"['Ölüm', 'İstanbul']"
Ümit Yaşar Oğuzcan,Beyaz Gül,/beyaz-gul-3-siiri/,"Ben acılar denizinde boğulmuşum
işitmem vapur düdüklerini, martı çığlıklarını
Dalgalar her gün bir başka kıyıya atar beni
Duyarım yosunların benim için ağladıklarını....................",28.8.2000 16:22:00,['Gece']
Ümit Yaşar Oğuzcan,Kadın Göğsü,/kadin-gogsu-siiri/,"Sen giderken gozlerim dop doluydu
Ve yagan yagmurla caddeler ıslak
Yoklugundan bi....................",14.11.2000 00:48:00,[]
Ümit Yaşar Oğuzcan,Taş,/tas-3-siiri/,"Kucağımda bir yığın
Meyvası ayrılığın, 
Ben yine geleceğim
Benim küçük meleğim.
O ela gözlerinde
Parlıyacak bir inci, 
Ve bütün sözlerinde
Kavuşma....................",28.7.2001 19:39:00,['Hasret']
Ümit Yaşar Oğuzcan,Sen Orada Ben Burada,/sen-orada-ben-burada-siiri/,"İnsan bir açmaza düşmeye görsün
Başlamasın bir çöküntü yürekte
Ölümdür o yerde düşündügün
Sevilmek de boştur artık sevmek deGün ortası karanlık diz boyudur
Acıdır hep geçmişten ne kalmışsa
Yaşamak! O yanıtsız bir sorudur
Huzur bitmiş, hayaller dagılmışsaNefes almak yitirir anlamını
Bogazına dizilirken lokmalar
Bir çaresizlik sarar dört yanını
Se....................",11.8.2000 15:56:00,"['Sevinç', 'Ölüm']"
Ümit Yaşar Oğuzcan,Seni Arıyorum,/seni-ariyorum-siiri/,"Beni öylesine sev
Öylesine artır ki
Hep senin üzerinde kalayım....................",28.10.2001 03:05:00,[]
Ümit Yaşar Oğuzcan,Dörtlükler (Rubailer),/dortlukler-rubailer-siiri/,"-1-Giyindin mi? 
Tırnaklarını boyadın mı? 
Ya dudakların
Onları da boya
Tara saçlarını bir güzel
Hazır mısın? 
Çıkabilir miyiz
Doruklarına aşkın? 
O yerlere varabilir miyiz? 
Denizleri geçebilir miyiz? 
El ele
Hazır mısın? 
Hadi soyun öyleyse-2-Sağında bir yürek çarpıyor
Benim yüreğim
Sağımda bir yürek çarpıyor
Senin yüreğin
Şimdi
İki yürek bir bedeniz
Sonra
İki beden bir yürek-3-Her parçam bir ayrı yerde
Bir ayağım bu günde
Bir ayağım yarında
Bir gözüm göklerde
Bir gözüm denizlerde
Biri yaşamakta ellerimin
Biri ölümse
Yüreğimse
Bin pa....................",1.12.2001 05:12:00,['Tanrı']
Ümit Yaşar Oğuzcan,Karanlık Deniz,/karanlik-deniz-siiri/,"Günlerim ne iyi geçti Mersin'de
Alabildiğine deniz, sonra sen
Karanlık gecelerin ötesinde
Tek sevgili, yine tek hatıra senUnutulur ....................",3.2.2002 05:20:00,"['Gece', 'Günaydın', 'Sevgi', 'Deniz']"
Ümit Yaşar Oğuzcan,Ayrılık Saatleri,/ayrilik-saatleri-siiri/,"-1-Ne tuhaftır şu insanlar
Kimi zincirleri içinde hür
Kimi esir olmaktan bahtiyar
Kimi de benim gibi binbir şeyi düşünürNe tuhaftır şu insanlar
Kimini yel alır, su götürür
Kiminin çilesi sürer mezara kadar
Kimi de gününü gün etmeyi düşünür-2-İnsan insanın kadrini bilmezmiş meğer
Anlaşılmadı gitti mısralarım
Çünkü insanlar benim halime güler
Bense onlar için ağlarımİnsan insanın kadrini bilmezmiş meğer
Birimiz gülsek, ağlıyor onumuz....................",7.2.2002 05:23:00,"['Allah', 'Hayat', 'Barış', 'Savaş', 'Ölüm']"
Ümit Yaşar Oğuzcan,İnan,/inan-3-siiri/,"6 Haziran 1973
Pırıl pırl bir yaz günüydü
Aydınlıktı, güzeldi dünya
Bir adam duştu o gün Galata Kulesinden
Kendini bir anda bıraktı boşluğa
Ömrünun baharında
Butun umutlarıyla birlikte
Paramparça oldu
Bir adam duştu Galata Kulesinden
Bu adam benim oğlumduGencecikti Vedat
Işıl ışıldı gözleri
İçi
Bütün insanlar için sevgiyl....................",28.8.2000 19:24:00,"['Güneş', 'Zaman', 'Ölüm']"
Ümit Yaşar Oğuzcan,Pişmanlık,/pismanlik-3-siiri/,"Unut demek kolay gel bana sor bir de,
Unutamıyorum işte unutamıyorum,
Birşey var şuramda beni kahreden,
Şuramda tam yüreğimin üstünde,
Çakılı duran birşey var,
Elimde değil söküp atamıyorum.Dalıp dalıp gidiyor gözlerim derinlere,
Kimi görsem biraz sana benziyor,
Seni hatırlatıyor şu bulut, şu gökyüzü,
Şu kayalıkla....................",11.6.2000 16:13:00,['Deniz']
