sair,siir_baslik,siir_link,siir_metni,kayit_tarihi,etiketler
Louis Aragon,Sürekli Randevu,/surekli-randevu-siiri/,,,
Louis Aragon,Korkunç Korkular Yaşıyorum,/korkunc-korkular-yasiyorum-siiri/,,,
Louis Aragon,Sana Geldim,/sana-geldim-234-siiri/,,,
Louis Aragon,Bana Baktın Gözlerinle,/bana-baktin-gozlerinle-siiri/,,,
Louis Aragon,Elsa Seni Seviyorum,/elsa-seni-seviyorum-siiri/,,,
Edgar Allan Poe,Annabel Lee,/annabel-lee-2-siiri/,,,
Edgar Allan Poe,Kuzgun,/kuzgun-siiri/,,,
Edgar Allan Poe,Çanlar,/canlar-siiri/,,,
Edgar Allan Poe,Bir Düşün İçinde Düş,/bir-dusun-icinde-dus-siiri/,,,
Edgar Allan Poe,Bir Bilmece,/bir-bilmece-siiri/,,,
Edgar Allan Poe,Cennetteki Kişiye,/cennetteki-kisiye-siiri/,,,
Edgar Allan Poe,Akşam Yıldızı,/aksam-yildizi-siiri/,,,
Edgar Allan Poe,The Bells,/the-bells-2-siiri/,,,
Edgar Allan Poe,Denizdeki Kent,/denizdeki-kent-siiri/,,,
Edgar Allan Poe,Şarkı,/sarki-17-siiri/,,,
Edgar Allan Poe,...'E,/e-siiri/,,,
Edgar Allan Poe,İlahi,/ilahi-2-siiri/,,,
Edgar Allan Poe,Helen'e,/helen-e-siiri/,,,
Edgar Allan Poe,En Mutlu Gün,/en-mutlu-gun-siiri/,,,
Edgar Allan Poe,A Dream Within A Dream,/a-dream-within-a-dream-siiri/,,,
Edgar Allan Poe,Poe'nin Kuzgun'u,/poe-nin-kuzgun-u-siiri/,,,
Edgar Allan Poe,F....s. O....d'e,/f-s-o-d-e-siiri/,,,
Edgar Allan Poe,Gelin Baladı,/gelin-baladi-siiri/,,,
Edgar Allan Poe,M.L.S....'ye,/m-l-s-ye-siiri/,,,
Edgar Allan Poe,Bir Düş,/bir-dus-siiri/,,,
Edgar Allan Poe,Eulalie-Bir Şarkı,/eulalie-bir-sarki-siiri/,,,
Edgar Allan Poe,İsimsiz,/isimsiz-6-siiri/,,,
Edgar Allan Poe,Eldorado,/eldorado-2-siiri/,,,
Edgar Allan Poe,To,/to-2-siiri/,,,
Edgar Allan Poe,Annabel Lee (İsmail H.Aksoy'un Çevirisiyle),/annabel-lee-ismail-h-aksoy-un-cevirisiyle-siiri/,,,
Edgar Allan Poe,Eldorado By Poe,/eldorado-by-poe-siiri/,,,
Edgar Allan Poe,Göl:...'ye,/gol-ye-siiri/,,,
Edgar Allan Poe,The Raven,/the-raven-siiri/,,,
Edgar Allan Poe,Ve Sevdiğim Herşeyi Yalnız Sevdim,/ve-sevdigim-herseyi-yalniz-sevdim-siiri/,,,
Edgar Allan Poe,Ölüm,/olum-1423-siiri/,,,
Edgar Allan Poe,The Village Street,/the-village-street-siiri/,,,
Edgar Allan Poe,Rüya İçinde Rüya,/ruya-icinde-ruya-5-siiri/,,,
Baki,Baki'nin Son Şiiri,/baki-nin-son-siiri-siiri/,,,
Baki,Hattım Hisabın Bil Dedin Gavgalara Saldın Beni,/hattim-hisabin-bil-dedin-gavgalara-saldin-beni-siiri/,,,
Baki,İlk Gazel,/ilk-gazel-2-siiri/,,,
Baki,Baki,/baki-3-siiri/,,,
Baki,Bir Lebi Gonca Yüzü Gülzar Dersen İşte Sen,/bir-lebi-gonca-yuzu-gulzar-dersen-iste-sen-siiri/,,,
Baki,Zülf-i Siyâhı Sâye-i Perr-i Hümâ İmiş,/zulf-i-siyahi-saye-i-perr-i-huma-imis-siiri/,,,
Baki,Nedür Bu Handeler Bu İşveler Bu Nâz u İstiğnâ,/nedur-bu-handeler-bu-isveler-bu-naz-u-istigna-siiri/,,,
Baki,Hoş Geldi Bana Mey-kedenin Âb Ü Havâsı,/hos-geldi-bana-mey-kedenin-ab-u-havasi-siiri/,,,
Baki,Ferman-ı Aşka Can İledür İnkiyadumuz,/ferman-i-aska-can-iledur-inkiyadumuz-siiri/,,,
Baki,Nâm U Nişane Kalmadı Fasl-ı Bahardan,/nam-u-nisane-kalmadi-fasl-i-bahardan-siiri/,,,
Baki,Dil Ne Mihnetden Kaçar,/dil-ne-mihnetden-kacar-siiri/,,,
Baki,Hadden Efzûn Mihrüm,/hadden-efzun-mihrum-siiri/,,,
Baki,Mersiye-i Sultân Süleymân Hân,/mersiye-i-sultan-suleyman-han-siiri/,,,
Baki,Cevr Ü Cefâña,/cevr-u-cefa-a-siiri/,,,
Baki,Bilini Kuçmadadur Ol Sanemüñ Derd ü Belâ,/bilini-kucmadadur-ol-sanemu-derd-u-bela-siiri/,,,
Baki,Gün Yüzin Arz Eyledi Nev-rûzda Ol Meh-likâ,/gun-yuzin-arz-eyledi-nev-ruzda-ol-meh-lika-siiri/,,,
Baki,Hûrşîd Kim Fezâ-yı Felekdür Mesîr Aña,/hursid-kim-feza-yi-felekdur-mesir-a-a-siiri/,,,
Baki,Nedür Bu Handeler Bu ‘İşveler Bu,/nedur-bu-handeler-bu-isveler-bu-siiri/,,,
Baki,Hüsn İle Saña Öykünemez Çün Gül-i Ra’nâ,/husn-ile-sa-a-oykunemez-cun-gul-i-ra-na-siiri/,,,
Baki,Ey Bâr-gâh-ı Dil-keş Ü Eyvân-ı Dil-güşâ,/ey-bar-gah-i-dil-kes-u-eyvan-i-dil-gusa-siiri/,,,
Baki,Yâr İşiginde Dinildi ‘Aşık-ı Şeydâ Baña,/yar-isiginde-dinildi-asik-i-seyda-ba-a-siiri/,,,
Baki,Ayaklarda Kalur Sünbül O Zülf-i Nîm-tâbâsâ,/ayaklarda-kalur-sunbul-o-zulf-i-nim-tabasa-siiri/,,,
Baki,Hûrşîd-i Ruhuñ Kendüyi Kim Göstere Cânâ,/hursid-i-ruhu-kenduyi-kim-gostere-cana-siiri/,,,
Baki,Tahmîs-i Gazel-i Necâtî,/tahmis-i-gazel-i-necati-siiri/,,,
Baki,Tahmîs-i Gazel-i Sultân Murâd Hân,/tahmis-i-gazel-i-sultan-murad-han-siiri/,,,
Baki,Geşt ü Güzâr-ı Bâg Ne Hoşdur Nigâr İle,/gest-u-guzar-i-bag-ne-hosdur-nigar-ile-siiri/,,,
Baki,Tahmîs-i Gazel-i Sultân Selîm Hân,/tahmis-i-gazel-i-sultan-selim-han-siiri/,,,
Baki,Tahmîs-i Gazel-i Sultân Süleymân Hân,/tahmis-i-gazel-i-sultan-suleyman-han-siiri/,,,
Baki,Gül Gibi Halkı Nesîm-i Hulkı Handân Eylesün,/gul-gibi-halki-nesim-i-hulki-handan-eylesun-siiri/,,,
Baki,Şâd Olun,/sad-olun-2-siiri/,,,
Baki,Sensin Ey Çeşm-i,/sensin-ey-cesm-i-siiri/,,,
Baki,Tab’ı Mir’ât-i,/tab-i-mir-at-i-siiri/,,,
Baki,Tâli’ Oldı Neyyir-i,/tali-oldi-neyyir-i-siiri/,,,
Baki,Lâyık-ı Magrifet-i Hazret-i Gaffâr Olsun,/layik-i-magrifet-i-hazret-i-gaffar-olsun-siiri/,,,
Baki,Bir Yire Cem’ Olalum Hâtırı Mahzûnlar İle,/bir-yire-cem-olalum-hatiri-mahzunlar-ile-siiri/,,,
Baki,Îd Yaklaşdı Döşensün Yine Kasr u Dîvân,/id-yaklasdi-dosensun-yine-kasr-u-divan-siiri/,,,
Baki,Ebr-i Bârân Ki Yagar Bâg u Gülistân Üzre,/ebr-i-baran-ki-yagar-bag-u-gulistan-uzre-siiri/,,,
Baki,Âsâyiş Olur Sanma Cihân-ı Fânî,/asayis-olur-sanma-cihan-i-fani-siiri/,,,
Baki,Kıldukça Şâh-ı Âleme Hak Fazl U Rahmeti,/kildukca-sah-i-aleme-hak-fazl-u-rahmeti-siiri/,,,
Baki,Bâkî Cemâl-i Pâdişeh-i Dil-pezîri Gör,/baki-cemal-i-padiseh-i-dil-peziri-gor-siiri/,,,
Baki,Tîguñ İçürdi Düşmene Zahm-ı Zebânları,/tigu-icurdi-dusmene-zahm-i-zebanlari-siiri/,,,
Baki,Gün Togdı Şâh-ı Âlem Uyanmaz Mı Hvâbdan,/gun-togdi-sah-i-alem-uyanmaz-mi-hvabdan-siiri/,,,
Baki,Olsun Gamuñda Bencileyin Zâr u Bî-karâr,/olsun-gamu-da-bencileyin-zar-u-bi-karar-siiri/,,,
Baki,Döksün Sehâb Kaddin Añup Katre Katre Kan,/doksun-sehab-kaddin-a-up-katre-katre-kan-siiri/,,,
Baki,Hakkâ Ki Zîb Ü Zînet-i İkbâl ü Câh İdi,/hakka-ki-zib-u-zinet-i-ikbal-u-cah-idi-siiri/,,,
Baki,Zülf-i Pür-ham Çün,/zulf-i-pur-ham-cun-siiri/,,,
Baki,Künc-i Ebrûsın Hayâl,/kunc-i-ebrusin-hayal-siiri/,,,
Baki,Nîzesi Cânuma Vü,/nizesi-canuma-vu-siiri/,,,
Baki,Âb-ı Hayât-ı La’lüñe,/ab-i-hayat-i-la-lu-e-siiri/,,,
Baki,Dâg-ı Gam Nakd-ı Dil,/dag-i-gam-nakd-i-dil-siiri/,,,
Baki,Mürg-i Dil Konmaga,/murg-i-dil-konmaga-siiri/,,,
Baki,Cennet-i Kûyuña Meyl,/cennet-i-kuyu-a-meyl-siiri/,,,
Baki,Yüzüñ Şems-i Duhâ,/yuzu-sems-i-duha-siiri/,,,
Baki,Dem-i Vasluñ İrişse,/dem-i-vaslu-irisse-siiri/,,,
Baki,Ne Câm-ı Bâde-i Gülgûna,/ne-cam-i-bade-i-gulguna-siiri/,,,
Baki,Gonca Lebüñe,/gonca-lebu-e-siiri/,,,
Baki,Harf-i Gama Devât,/harf-i-gama-devat-siiri/,,,
Baki,Ârızuñ Hûrşîd-i ‘Âlem-tâb,/arizu-hursid-i-alem-tab-siiri/,,,
Baki,Câmuñ Etrâfın Kaçan,/camu-etrafin-kacan-siiri/,,,
Baki,Cür’adân Abdâla,/cur-adan-abdala-siiri/,,,
Baki,Bak Câm-ı ‘Ayşa,/bak-cam-i-aysa-siiri/,,,
Baki,Zahm-ı Sînem Ol Gözi,/zahm-i-sinem-ol-gozi-siiri/,,,
Baki,Açıl Bâguñ Gül ü Nesrîni,/acil-bagu-gul-u-nesrini-siiri/,,,
Baki,Piyâle Husrev-i Mülk-i,/piyale-husrev-i-mulk-i-siiri/,,,
Baki,Mihr-i Ruhuñla Dilde,/mihr-i-ruhu-la-dilde-siiri/,,,
Baki,Nihâl-i Kâmetüñ Hakkâ,/nihal-i-kametu-hakka-siiri/,,,
Baki,Lâleler Bezm-i Çemende,/laleler-bezm-i-cemende-siiri/,,,
Baki,Ruhuñâteş Hat u Hâlüñ,/ruhu-ates-hat-u-halu-siiri/,,,
Baki,Cûybâr-ı Vâdî-i Gam,/cuybar-i-vadi-i-gam-siiri/,,,
Baki,Turmaz Yanumda,/turmaz-yanumda-siiri/,,,
Baki,Zülfüñ Ki Târ-ı Eşk-i,/zulfu-ki-tar-i-esk-i-siiri/,,,
Baki,Ruhuñ Ey Gonca-dehen,/ruhu-ey-gonca-dehen-siiri/,,,
Baki,Riyâz-ı Hüsnde Olmış,/riyaz-i-husnde-olmis-siiri/,,,
Baki,Nâz İle ‘Âşıka Kılmazsın Dâd,/naz-ile-asika-kilmazsin-dad-siiri/,,,
Baki,Ey Dil Gerekse Vâsıta-i,/ey-dil-gerekse-vasita-i-siiri/,,,
Baki,Ne Devrân Muvâfık,/ne-devran-muvafik-siiri/,,,
Baki,Kûh-ı ‘Aşkuñda Olursam Ferhâd,/kuh-i-asku-da-olursam-ferhad-siiri/,,,
Baki,Eylesün La’lini Dermân,/eylesun-la-lini-derman-siiri/,,,
Baki,Kıldı Afâkı Münevver,/kildi-afaki-munevver-siiri/,,,
Baki,Gerdûn-ı Dûna ‘Âkil İseñ,/gerdun-i-duna-akil-ise-siiri/,,,
Baki,Leb-i Andânuñ İle Kılduñ Yâd,/leb-i-andanu-ile-kildu-yad-siiri/,,,
Baki,Bulmag İsterdi Aşk İçinde Murâd,/bulmag-isterdi-ask-icinde-murad-siiri/,,,
Baki,Feryâduma İrmezse,/feryaduma-irmezse-siiri/,,,
Baki,İtdi Şikâr Göñlümi Bir,/itdi-sikar-go-lumi-bir-siiri/,,,
Baki,Baña ‘Arz İtmesün,/ba-a-arz-itmesun-siiri/,,,
Baki,Pür Olup Devr İdicek,/pur-olup-devr-idicek-siiri/,,,
Baki,Göstermeseydi Bâdesini,/gostermeseydi-badesini-siiri/,,,
Baki,Gel Ey Dil Halka-i Müşgîn-i,/gel-ey-dil-halka-i-musgin-i-siiri/,,,
Baki,Gözüm Yaşına Ol La’l-i Leb-i,/gozum-yasina-ol-la-l-i-leb-i-siiri/,,,
Baki,Şöhret-i Hüsnüñe Erbâb-ı,/sohret-i-husnu-e-erbab-i-siiri/,,,
Baki,Gubâr-ı Hattuñ Olmaz Çünki,/gubar-i-hattu-olmaz-cunki-siiri/,,,
Baki,Yaşumuz Dökmege Ol,/yasumuz-dokmege-ol-siiri/,,,
Baki,La’lüñle Câm Yok Yire Eyler,/la-lu-le-cam-yok-yire-eyler-siiri/,,,
Baki,Âlem-i Vahdetde Ey Sâkî,/alem-i-vahdetde-ey-saki-siiri/,,,
Baki,Lâle-hadler Kıldılar Gül-geşt-i,/lale-hadler-kildilar-gul-gest-i-siiri/,,,
Baki,Gül Yüzüñ Vasfında Bülbül,/gul-yuzu-vasfinda-bulbul-siiri/,,,
Baki,Tâ’ib İtdi Nice Z0amân Tevvâb,/ta-ib-itdi-nice-z0aman-tevvab-siiri/,,,
Baki,Şöyle Olmış Câm-ı ‘Aşk-ı Yârdan,/soyle-olmis-cam-i-ask-i-yardan-siiri/,,,
Baki,Olsa Zülfi O Gül-iizâra Nikâb,/olsa-zulfi-o-gul-iizara-nikab-siiri/,,,
Baki,Ey Safâ-yı ‘Ârızuñdan,/ey-safa-yi-arizu-dan-siiri/,,,
Baki,Ayaguñ Topragın Özler,/ayagu-topragin-ozler-siiri/,,,
Baki,Ayn-i ‘Âlî Ol İki Nergis-i Câdûña Fidâ,/ayn-i-ali-ol-iki-nergis-i-cadu-a-fida-siiri/,,,
Baki,Baña Çok Cevr İtdügüñ’çün,/ba-a-cok-cevr-itdugu-cun-siiri/,,,
Baki,Ârızuñ Âb-ı Nâbdur Gûyâ,/arizu-ab-i-nabdur-guya-siiri/,,,
Baki,Ezelden Şâh-ı ‘Aşkuñ Bende-i...,/ezelden-sah-i-asku-bende-i-siiri/,,,
Baki,Gül-sitân Bezm-i Şarâb,/gul-sitan-bezm-i-sarab-siiri/,,,
Baki,Nev-bahâr İrişdi Vü Gitdi Şitâ,/nev-bahar-irisdi-vu-gitdi-sita-siiri/,,,
Baki,Der-vasf-ı Sarây-ı Ferîdûn Beg,/der-vasf-i-saray-i-feridun-beg-siiri/,,,
Baki,Der Medâyih-i Kâdî-i Şâm Müftî-zâde-i Sâhib-ihtişâm,/der-medayih-i-kadi-i-sam-mufti-zade-i-sahib-ihtisam-siiri/,,,
Baki,Kasîde-i Bahâriyye Be-nâm-ı Kâdî-zâde,/kaside-i-bahariyye-be-nam-i-kadi-zade-siiri/,,,
Baki,Kasîde-i Bâkî Berây-ı Mehemmed Çelebi,/kaside-i-baki-beray-i-mehemmed-celebi-siiri/,,,
Baki,Kasîde-i Dîger Be-nâm-ı Hvâce-i Sultân Selîm Hân,/kaside-i-diger-be-nam-i-hvace-i-sultan-selim-han-siiri/,,,
Baki,Gülşene Altun Varaklar Zeyn İ Düp Bâd-ı Hazân,/gulsene-altun-varaklar-zeyn-i-dup-bad-i-hazan-siiri/,,,
Baki,Agardı Berf İle Yir Yir Çemende Cism-i Nihâl,/agardi-berf-ile-yir-yir-cemende-cism-i-nihal-siiri/,,,
Baki,Ne Hoş Yaraşdı Sipihre Kevâkib İçre Hilâl,/ne-hos-yarasdi-sipihre-kevakib-icre-hilal-siiri/,,,
Baki,Zer Ü Gevherle Kılup Zîver-i Efser Hâtem,/zer-u-gevherle-kilup-ziver-i-efser-hatem-siiri/,,,
Baki,Rûh-bahş Oldı Mesîhâ-sıfat Enfâs-ı Bahâr,/ruh-bahs-oldi-mesiha-sifat-enfas-i-bahar-siiri/,,,
Baki,Gül Meclisinde Lâle Yine Kıldı Aşikâr,/gul-meclisinde-lale-yine-kildi-asikar-siiri/,,,
Baki,Hüsnüñ Ziyâsı Pertev-i Nûr-ı Kıdem Gibi,/husnu-ziyasi-pertev-i-nur-i-kidem-gibi-siiri/,,,
Baki,Cihân Bâgına Virdi Revnak-ı Firdevs-i A’lâyı,/cihan-bagina-virdi-revnak-i-firdevs-i-a-layi-siiri/,,,
Baki,Bi-hamdi’llâh Refîk Oldı Yine Tevfîk-i Rabbânî,/kasideler-14-bi-hamdi-llah-refik-oldi-yine-tevfik-i-rabbani-siiri/,,,
Baki,Cân Virürdüm Cevher-i Cân İstese Cânân Eger,/kasideler-13-can-virurdum-cevher-i-can-istese-canan-eger-siiri/,,,
Baki,Dil-i Sad-çâki Ser-i Zülf-i Perîşâne Çeker,/kasideler-12-dil-i-sad-caki-ser-i-zulf-i-perisane-ceker-siiri/,,,
Baki,Leb-i La’lin Hayâl İt Gûşe-i ‘Uzletde Pinhân Ol,/kasideler-11-leb-i-la-lin-hayal-it-guse-i-uzletde-pinhan-ol-siiri/,,,
Baki,Kadr-i Eşküm Ol Bilür Kim Kıymet-i Gevher Bil,/kasideler-10-kadr-i-eskum-ol-bilur-kim-kiymet-i-gevher-bil-siiri/,,,
Baki,Minnet Cenâb-ı Hakka Dem-â-dem Hezâr-bâr,/kasideler-9-minnet-cenab-i-hakka-dem-a-dem-hezar-bar-siiri/,,,
Baki,Dökilmiş Zülf-i Müşgâsâ O Kadd-i Dil-sitân Üzre,/kaside-8-dokilmis-zulf-i-musgasa-o-kadd-i-dil-sitan-uzre-siiri/,,,
Baki,Bahâriyye Der-medh-i Sultân Murâd Hân,/kaside-7-bahariyye-der-medh-i-sultan-murad-han-aleyhi-r-rahmetu-ve-l-gufran-siiri/,,,
Baki,Der-medh-i Sultân Murâd Hân,/kaside-6-der-medh-i-sultan-murad-han-aleyhi-r-rahmetu-ve-l-gufran-beray-i-tehniye-i-kudum-i-ciger-guse-i-sah-i-acem-siiri/,,,
Baki,Der-cülûs-ı Sultân Selîm Hân,/kaside-5-der-culus-i-sultan-selim-han-siiri/,,,
Baki,Der-imzâ’-i Dîvân-ı Sultân Süleymân Hân,/kaside-4-der-imza-i-divan-i-sultan-suleyman-han-siiri/,,,
Baki,Der-medh-i Dîvân-ı Belâgat-unvân-ı Sultân Süleymân Hân,/kaside-3-der-medh-i-divan-i-belagat-unvan-i-sultan-suleyman-han-siiri/,,,
Baki,Der-tehniye-i Kudûm-i Sultân Süleymân Hân Ez Sefer-i Huceste ...,/kaside-2-der-tehniye-i-kudum-i-sultan-suleyman-han-ez-sefer-i-huceste-eser-siiri/,,,
Baki,Berây-ı Sultân Süleymân Hân ‘Aleyhi’r-rahmetü Ve’l-p.,/kaside-1-kaside-beray-i-sultan-suleyman-han-aleyhi-r-rahmetu-ve-l-p-siiri/,,,
Baki,Dil Mergzâr-ı Mihr,/dil-mergzar-i-mihr-siiri/,,,
Baki,La’lüñ Katında,/la-lu-katinda-siiri/,,,
Baki,Kaddüñ Katında,/kaddu-katinda-siiri/,,,
Baki,Şâm-ı Firâkuñ Âhirı,/sam-i-firaku-ahiri-siiri/,,,
Baki,Aks-i ‘İzâruñ Dîdede,/aks-i-izaru-didede-siiri/,,,
Baki,Nişâne Sûz-ı Dile,/nisane-suz-i-dile-siiri/,,,
Baki,Sohbetüñ Mübtelâya,/sohbetu-mubtelaya-siiri/,,,
Baki,Tîr-i Gam-ı Nigâ,/tir-i-gam-i-niga-siiri/,,,
Baki,Kûyuñ Yolında Nice,/kuyu-yolinda-nice-siiri/,,,
Baki,Dil Beste-i Kemend-i,/dil-beste-i-kemend-i-siiri/,,,
Baki,Göñül Tekmil-i Fenn-i,/go-ul-tekmil-i-fenn-i-siiri/,,,
Baki,Adl İle Fasl-ı Nev-bahâr,/adl-ile-fasl-i-nev-bahar-siiri/,,,
Baki,Dil Derd-i ‘Aşk-ı Yâr,/dil-derd-i-ask-i-yar-siiri/,,,
Baki,Gerçi Gâyet Mestdür,/gerci-gayet-mestdur-siiri/,,,
Baki,Hâr-ı Gamda ‘Andelîb,/har-i-gamda-andelib-siiri/,,,
Baki,Gülgûn Kabâsı Ol,/gulgun-kabasi-ol-siiri/,,,
Baki,Dil Derdini Gamuñla,/dil-derdini-gamu-la-siiri/,,,
Baki,Göñül Her Nagme Kim,/go-ul-her-nagme-kim-siiri/,,,
Baki,Dem-i Subh İrdi Getür,/dem-i-subh-irdi-getur-siiri/,,,
Baki,Câm-ı Şarâb La’l-i Lebüñ,/cam-i-sarab-la-l-i-lebu-siiri/,,,
Baki,Kûyûñ Gubârı Minnetin,/kuyu-gubari-minnetin-siiri/,,,
Baki,Dîvân İder Vakt-i Seher,/divan-ider-vakt-i-seher-siiri/,,,
Baki,Hûnî Göz İle Ol Müje,/huni-goz-ile-ol-muje-siiri/,,,
Baki,Kanumı İçmege Ol,/kanumi-icmege-ol-siiri/,,,
Baki,Terk-i Dünyî-i Denî,/terk-i-dunyi-i-deni-siiri/,,,
İlhan Berk,Ben Uyandım Bir Aşk Demekti Bu Dünyada,/ben-uyandim-bir-ask-demekti-bu-dunyada-siiri/,,,
İlhan Berk,Üç Kez Seni Seviyorum Diye Uyandım,/uc-kez-seni-seviyorum-diye-uyandim-2-siiri/,,,
İlhan Berk,Balad,/balad-2-siiri/,,,
İlhan Berk,Hikaye,/hikaye-6-siiri/,,,
İlhan Berk,Gül 1,/gul-1-siiri/,,,
İlhan Berk,1919,/1919-siiri/,,,
İlhan Berk,Çok Uzun Bir Gündü Aşka Dönüyordum,/cok-uzun-bir-gundu-aska-donuyordum-siiri/,,,
İlhan Berk,Gül 2,/gul-2-2-siiri/,,,
İlhan Berk,Beyaz,/beyaz-10-siiri/,,,
İlhan Berk,Güneşi Yakanların Selamı,/gunesi-yakanlarin-selami-siiri/,,,
İlhan Berk,Ölü Bİr Ozanın Sevgili Karısını Görmeye Gitmek,/olu-bir-ozanin-sevgili-karisini-gormeye-gitmek-siiri/,,,
İlhan Berk,Haziran,/haziran-6-siiri/,,,
İlhan Berk,Otağ,/otag-siiri/,,,
İlhan Berk,Ben Senin Krallığın Ülkene Yetiştim,/ben-senin-kralligin-ulkene-yetistim-siiri/,,,
İlhan Berk,İlya Avgiri'nin Karısının Acı Türküsü,/ilya-avgiri-nin-karisinin-aci-turkusu-siiri/,,,
İlhan Berk,Ben Uyandım Bİr Aşk Demektir Dünya,/ben-uyandim-bir-ask-demektir-dunya-siiri/,,,
İlhan Berk,Bir Kıyı Kahvesinde,/bir-kiyi-kahvesinde-siiri/,,,
İlhan Berk,Deniz Kitabı,/deniz-kitabi-siiri/,,,
İlhan Berk,Gökyüzü,/gokyuzu-7-siiri/,,,
İlhan Berk,Aşk Tahtı,/ask-tahti-siiri/,,,
İlhan Berk,Ay,/ay-11-siiri/,,,
İlhan Berk,Acının Adı,/acinin-adi-siiri/,,,
İlhan Berk,Bir Fenikeli,/bir-fenikeli-siiri/,,,
İlhan Berk,Aşikane,/asikane-siiri/,,,
İlhan Berk,Yazıt II,/yazit-ii-2-siiri/,,,
İlhan Berk,Anlatılır Gibi Değil Yası Çiçeklerin,/anlatilir-gibi-degil-yasi-ciceklerin-siiri/,,,
İlhan Berk,Siz Ne Güzeldiniz Benimle Bilemessiniz,/siz-ne-guzeldiniz-benimle-bilemessiniz-siiri/,,,
İlhan Berk,Ayrığın Yüreği,/ayrigin-yuregi-siiri/,,,
İlhan Berk,"Ne Böyle Sevdalar Gördüm, Ne Böyle Ayrılıklar",/ne-boyle-sevdalar-gordum-ne-boyle-ayriliklar-siiri/,,,
İlhan Berk,Güzel Irmak,/guzel-irmak-siiri/,,,
İlhan Berk,Güneyde Bir Orman,/guneyde-bir-orman-siiri/,,,
İlhan Berk,Hacı Bektaş Veli,/haci-bektas-veli-siiri/,,,
İlhan Berk,Rüzgar,/ruzgar-16-siiri/,,,
İlhan Berk,İstanbul'dan,/istanbul-dan-2-siiri/,,,
İlhan Berk,Yüz,/yuz-2-siiri/,,,
İlhan Berk,Saint-Antoine'ın Sevişme Vakti,/saint-antoine-in-sevisme-vakti-siiri/,,,
İlhan Berk,Yeryüzü,/yeryuzu-siiri/,,,
İlhan Berk,Sunu,/sunu-5-siiri/,,,
İlhan Berk,Logos,/logos-siiri/,,,
İlhan Berk,Han Yü Yazıtı,/han-yu-yaziti-siiri/,,,
İlhan Berk,Aşk,/ask-54-siiri/,,,
İlhan Berk,Yoldan Geçen Biri,/yoldan-gecen-biri-siiri/,,,
İlhan Berk,Eleni’nin Elleri,/eleni-nin-elleri-siiri/,,,
İlhan Berk,Saint-Antonie'ın Güvercinleri,/saint-antonie-in-guvercinleri-siiri/,,,
İlhan Berk,Keçiyolu,/keciyolu-siiri/,,,
İlhan Berk,Siz Dedim Def o Denizler Aldı Beni,/siz-dedim-def-o-denizler-aldi-beni-siiri/,,,
İlhan Berk,Peranın Eski Bİr Sokağında,/peranin-eski-bir-sokaginda-siiri/,,,
İlhan Berk,Şiir,/siir-31-siiri/,,,
İlhan Berk,Karahisari,/karahisari-siiri/,,,
İlhan Berk,Yazıt ı,/yazit-i-2-siiri/,,,
İlhan Berk,U,/u-siiri/,,,
İlhan Berk,Teşekkür,/tesekkur-2-siiri/,,,
İlhan Berk,Türkiye Şarkısı,/turkiye-sarkisi-siiri/,,,
İlhan Berk,Ozan Ve Sesler,/ozan-ve-sesler-siiri/,,,
İlhan Berk,Yavaş Yavaş Geçtim Kalabalıkların Arasından,/yavas-yavas-gectim-kalabaliklarin-arasindan-siiri/,,,
İlhan Berk,Nigari,/nigari-siiri/,,,
İlhan Berk,Diken,/diken-45-siiri/,,,
İlhan Berk,Eşik,/esik-37-siiri/,,,
İlhan Berk,Dün Dağlarda Dolaştım Evde Yoktum,/dun-daglarda-dolastim-evde-yoktum-siiri/,,,
İlhan Berk,New York,/new-york-2-siiri/,,,
İlhan Berk,Aşklar İçinden Bir Kentin Herhangi Bir Kentin,/asklar-icinden-bir-kentin-herhangi-bir-kentin-siiri/,,,
İlhan Berk,Tarar Saçımızı Ölüm,/tarar-sacimizi-olum-siiri/,,,
İlhan Berk,Düşünürken Buldum Kayayı,/dusunurken-buldum-kayayi-siiri/,,,
İlhan Berk,Bir Orman,/bir-orman-siiri/,,,
İlhan Berk,Başka Birisi Nasıl Sevilir Bilmiyorum,/baska-birisi-nasil-sevilir-bilmiyorum-siiri/,,,
İlhan Berk,Siz,/siz-3-siiri/,,,
İlhan Berk,Kayıp Oğlunu Arayan Bir Baba İçin Şiir,/kayip-oglunu-arayan-bir-baba-icin-siir-siiri/,,,
Neşet Ertaş,Neredesin Sen?,/neredesin-sen-2-siiri/,,,
Neşet Ertaş,Evvelim Sensin,/evvelim-sensin-siiri/,,,
Neşet Ertaş,Yolcu,/yolcu-22-siiri/,,,
Neşet Ertaş,Ahu Gözlerini Sevdiğim,/ahu-gozlerini-sevdigim-siiri/,,,
Neşet Ertaş,***Bozkırın Tezenesi (Seçme Şiirler)  ***,/bozkirin-tezenesi-secme-siirler-2-siiri/,,,
Neşet Ertaş,Niye Çattın Kaşlarını,/niye-cattin-kaslarini-siiri/,,,
Neşet Ertaş,Amanın Leyla,/amanin-leyla-siiri/,,,
Neşet Ertaş,Gel Sevelim,/gel-sevelim-siiri/,,,
Neşet Ertaş,Zülüf Dökülmüş Yüze,/zuluf-dokulmus-yuze-siiri/,,,
Neşet Ertaş,Aşkın Beni Deleyledi,/askin-beni-deleyledi-siiri/,,,
